,userId,movieId,rating,timestamp
321,4,319,5.0,945079182
322,4,342,5.0,964538500
331,4,457,5.0,945079259
332,4,475,5.0,945174290
333,4,492,5.0,945079872
335,4,538,5.0,945078636
339,4,593,5.0,964539986
342,4,608,5.0,964540008
348,4,898,5.0,964623347
352,4,908,5.0,945173902
353,4,910,5.0,945173989
354,4,912,5.0,945173902
355,4,914,5.0,945079670
356,4,919,5.0,945079521
357,4,920,5.0,945173602
358,4,930,5.0,964538571
361,4,1046,5.0,945173654
365,4,1077,5.0,945173692
367,4,1080,5.0,986934696
368,4,1084,5.0,945079259
369,4,1086,5.0,964539723
371,4,1103,5.0,964539723
372,4,1136,5.0,986934625
375,4,1188,5.0,964538500
376,4,1196,5.0,964538763
377,4,1197,5.0,964538763
380,4,1203,5.0,945174025
385,4,1250,5.0,945174008
390,4,1282,5.0,945079653
391,4,1283,5.0,945078690
396,4,1449,5.0,945079767
407,4,1733,5.0,945079143
409,4,1834,5.0,945174134
419,4,1947,5.0,945079653
421,4,1967,5.0,945078967
425,4,2078,5.0,945079521
428,4,2150,5.0,986934738
429,4,2174,5.0,964539855
430,4,2186,5.0,945174008
432,4,2204,5.0,964540008
438,4,2390,5.0,945079164
443,4,2583,5.0,945078863
444,4,2599,5.0,964622684
447,4,2692,5.0,945079013
452,4,2791,5.0,964539628
453,4,2843,5.0,945078814
454,4,2858,5.0,964539140
457,4,2926,5.0,986934870
462,4,3044,5.0,945079920
465,4,3083,5.0,964622487
473,4,3365,5.0,964538329
478,4,3508,5.0,964538351
483,4,3851,5.0,986849180
495,4,4034,5.0,986848753
501,4,4239,5.0,986848685
511,4,4765,5.0,1007569445
515,4,4967,5.0,1007569424
522,5,58,5.0,847435238
527,5,247,5.0,847435337
532,5,290,5.0,847435311
533,5,296,5.0,847434748
546,5,475,5.0,847435311
548,5,527,5.0,847434960
553,5,590,5.0,847434747
555,5,594,5.0,847435238
556,5,595,5.0,847434832
557,5,596,5.0,847435292
561,6,3,5.0,845554296
563,6,5,5.0,845553938
575,6,22,5.0,845553875
583,6,36,5.0,845553726
598,6,86,5.0,845556131
609,6,110,5.0,845553283
623,6,160,5.0,845553457
627,6,168,5.0,845553695
656,6,230,5.0,845553966
664,6,248,5.0,845554263
671,6,257,5.0,845554176
674,6,262,5.0,845554551
683,6,277,5.0,845553844
699,6,314,5.0,845554603
701,6,316,5.0,845553174
703,6,318,5.0,845553200
708,6,333,5.0,845553757
710,6,337,5.0,845553586
718,6,349,5.0,845553146
719,6,350,5.0,845553489
725,6,356,5.0,845553200
732,6,364,5.0,845553317
735,6,368,5.0,845553726
739,6,377,5.0,845553317
752,6,432,5.0,845553489
761,6,457,5.0,845553174
771,6,480,5.0,845553200
779,6,500,5.0,845553354
801,6,553,5.0,845553559
804,6,587,5.0,845553381
805,6,588,5.0,845553146
807,6,590,5.0,845553109
811,6,595,5.0,845553174
817,6,616,5.0,845554062
830,6,709,5.0,845555249
834,6,736,5.0,845553619
839,6,780,5.0,845556915
840,6,783,5.0,845554584
846,6,830,5.0,845556222
868,6,1049,5.0,845556694
879,7,260,5.0,1106635933
880,7,356,5.0,1106635915
882,7,466,5.0,1106635532
883,7,480,5.0,1106635917
888,7,593,5.0,1106635912
900,7,1219,5.0,1106635496
902,7,1240,5.0,1106712575
904,7,1270,5.0,1106635681
906,7,1584,5.0,1106635423
914,7,2019,5.0,1106713565
917,7,2529,5.0,1106635640
933,7,3869,5.0,1106635733
959,7,5618,5.0,1106713586
1031,8,34,5.0,839463546
1034,8,50,5.0,839463644
1039,8,185,5.0,839463509
1046,8,253,5.0,839463509
1051,8,318,5.0,839463489
1054,8,357,5.0,839463767
1055,8,364,5.0,839463546
1058,8,380,5.0,839463422
1065,8,527,5.0,839463728
1069,8,590,5.0,839463422
1079,9,923,5.0,1044657026
1082,9,1198,5.0,1044656716
1083,9,1270,5.0,1044657088
1089,9,2300,5.0,1044657072
1097,9,4993,5.0,1044657051
1103,9,5481,5.0,1044656836
1111,9,5902,5.0,1044656934
1112,9,5952,5.0,1044656908
1161,10,7458,5.0,1455356656
1163,10,8533,5.0,1455301847
1167,10,8869,5.0,1455303064
1176,10,33794,5.0,1455302031
1181,10,49272,5.0,1455302162
1182,10,49286,5.0,1455357502
1205,10,71579,5.0,1455301869
1216,10,79091,5.0,1455306124
1219,10,81845,5.0,1455302591
1229,10,91529,5.0,1455302120
1230,10,92259,5.0,1455301553
1236,10,96079,5.0,1455302172
1256,10,136020,5.0,1455302192
1258,10,140110,5.0,1455356776
1259,11,6,5.0,902154266
1264,11,110,5.0,902154266
1265,11,150,5.0,902154266
1272,11,349,5.0,902154342
1273,11,356,5.0,901200263
1279,11,457,5.0,902154316
1285,11,529,5.0,902155043
1287,11,593,5.0,902155102
1293,11,1101,5.0,901200233
1299,11,1408,5.0,902154383
1304,11,1584,5.0,902155136
1311,11,1693,5.0,902155102
1313,11,1721,5.0,902154989
1314,11,1784,5.0,902155043
1322,11,2028,5.0,902153951
1324,12,168,5.0,1247264411
1325,12,222,5.0,1247263465
1326,12,256,5.0,1247263375
1332,12,838,5.0,1247264096
1335,12,1357,5.0,1247263404
1337,12,1721,5.0,1247264463
1339,12,2072,5.0,1247263670
1342,12,2485,5.0,1247264406
1343,12,2572,5.0,1247263689
1344,12,2581,5.0,1247263444
1346,12,2717,5.0,1247263428
1347,12,3668,5.0,1247264220
1351,12,6942,5.0,1247264138
1352,12,8533,5.0,1247264151
1353,12,40629,5.0,1247264192
1354,12,63992,5.0,1247264457
1355,13,47,5.0,987895819
1359,13,1198,5.0,987456848
1367,13,2571,5.0,987457007
1371,13,3578,5.0,987895902
1383,13,3996,5.0,987895902
1384,13,4011,5.0,987895651
1392,14,47,5.0,835441133
1393,14,95,5.0,835441295
1395,14,110,5.0,835441107
1400,14,266,5.0,835441168
1401,14,282,5.0,835441239
1405,14,337,5.0,835441239
1421,14,509,5.0,835441347
1440,15,260,5.0,1510571946
1443,15,318,5.0,1510571866
1445,15,356,5.0,1510571873
1447,15,527,5.0,1510571982
1449,15,589,5.0,1510572012
1454,15,1196,5.0,1510572645
1456,15,1200,5.0,1510572775
1457,15,1210,5.0,1510572653
1458,15,1214,5.0,1510572684
1461,15,1270,5.0,1510571953
1466,15,2001,5.0,1299424826
1467,15,2011,5.0,1510572060
1472,15,2150,5.0,1299425040
1480,15,3147,5.0,1510571797
1481,15,3156,5.0,1510573324
1483,15,3510,5.0,1299425097
1486,15,3578,5.0,1510571768
1496,15,4720,5.0,1510571736
1499,15,4995,5.0,1510571789
1504,15,5989,5.0,1510571938
1513,15,33493,5.0,1510572900
1532,15,84152,5.0,1510572834
1556,15,122886,5.0,1510572679
1563,15,152077,5.0,1510572535
1567,15,166528,5.0,1510572789
1602,16,1199,5.0,1377477911
1674,17,260,5.0,1305696468
1676,17,296,5.0,1305696455
1677,17,318,5.0,1305696465
1678,17,356,5.0,1305696457
1688,17,858,5.0,1305696683
1699,17,1196,5.0,1305696635
1702,17,1201,5.0,1305696878
1703,17,1206,5.0,1322628945
1705,17,1210,5.0,1305696490
1711,17,1240,5.0,1305696931
1722,17,1732,5.0,1322629209
1730,17,2571,5.0,1305696756
1746,17,5618,5.0,1322628751
1748,17,5952,5.0,1305696823
1751,17,6350,5.0,1322628881
1753,17,7099,5.0,1322628786
1780,18,50,5.0,1455049343
1797,18,318,5.0,1455049328
1841,18,923,5.0,1455059762
1855,18,1201,5.0,1455051405
1856,18,1203,5.0,1455050107
1860,18,1209,5.0,1455050528
1866,18,1221,5.0,1460242083
2338,19,353,5.0,965711267
2390,19,551,5.0,965706163
2396,19,589,5.0,965710720
2397,19,592,5.0,965709445
2443,19,903,5.0,965710671
2444,19,904,5.0,965712377
2448,19,913,5.0,965712238
2476,19,1097,5.0,965709282
2484,19,1197,5.0,965705725
2485,19,1198,5.0,965709394
2503,19,1285,5.0,965706185
2504,19,1291,5.0,965709426
2521,19,1372,5.0,965703698
2523,19,1374,5.0,965709478
2548,19,1527,5.0,965703811
2576,19,1658,5.0,965711769
2628,19,1967,5.0,965704281
2797,19,2723,5.0,965706484
2826,19,2918,5.0,965705867
2829,19,2959,5.0,965703109
2830,19,2968,5.0,965703674
2832,19,2987,5.0,965709047
2851,19,3070,5.0,965703674
2889,19,3358,5.0,965706140
2896,19,3396,5.0,965705896
2912,19,3477,5.0,965706839
2981,20,48,5.0,1054038357
2988,20,364,5.0,1054038067
2990,20,551,5.0,1054038128
2992,20,588,5.0,1054038059
2993,20,594,5.0,1054038083
2994,20,595,5.0,1054038060
2996,20,661,5.0,1054038185
2998,20,720,5.0,1054038502
3004,20,919,5.0,1054038078
3013,20,1025,5.0,1054038107
3020,20,1073,5.0,1054038071
3022,20,1097,5.0,1054038065
3023,20,1148,5.0,1054038506
3027,20,1380,5.0,1054147442
3035,20,1907,5.0,1054038097
3037,20,1947,5.0,1054147380
3038,20,2005,5.0,1054038151
3047,20,2081,5.0,1054038138
3048,20,2083,5.0,1054038103
3057,20,2135,5.0,1054147519
3064,20,2300,5.0,1054147430
3066,20,2394,5.0,1054038545
3070,20,2657,5.0,1054147479
3074,20,2709,5.0,1054038446
3078,20,2804,5.0,1054036159
3081,20,2987,5.0,1054038485
3082,20,3034,5.0,1054038099
3083,20,3114,5.0,1054038084
3085,20,3159,5.0,1054038115
3089,20,3396,5.0,1054038057
3090,20,3397,5.0,1054038117
3091,20,3398,5.0,1054038201
3100,20,3549,5.0,1054147384
3108,20,3751,5.0,1054037147
3133,20,4039,5.0,1054147453
3140,20,4246,5.0,1054037200
3143,20,4306,5.0,1054037117
3175,20,4993,5.0,1054037162
3176,20,4995,5.0,1054037101
3183,20,5218,5.0,1054037258
3200,20,5618,5.0,1054037190
3206,20,5952,5.0,1054037144
3208,20,5991,5.0,1054037184
3216,20,6345,5.0,1054036623
3221,21,10,5.0,1403459783
3236,21,370,5.0,1376823264
3266,21,1270,5.0,1407617830
3276,21,1722,5.0,1376823419
3283,21,2011,5.0,1417378095
3284,21,2012,5.0,1418063227
3307,21,2706,5.0,1376823724
3327,21,3082,5.0,1376822996
3376,21,5872,5.0,1376822796
3395,21,7573,5.0,1403459786
3439,21,47997,5.0,1500701943
3665,22,318,5.0,1268726193
3666,22,356,5.0,1268726309
3667,22,541,5.0,1268726271
3670,22,1193,5.0,1268726374
3672,22,1952,5.0,1268330620
3684,22,3489,5.0,1268726106
3722,22,7438,5.0,1268726785
3748,22,49272,5.0,1268727326
3794,23,541,5.0,1107164433
3818,23,1212,5.0,1107162640
3824,23,1222,5.0,1107341684
3825,23,1232,5.0,1107163618
3826,23,1233,5.0,1107162927
3833,23,1258,5.0,1107341607
3836,23,1284,5.0,1107162632
3867,23,3949,5.0,1107162656
3880,23,6440,5.0,1107341765
3894,23,7587,5.0,1107162995
4013,25,260,5.0,1535470429
4014,25,527,5.0,1535470432
4015,25,1198,5.0,1535470495
4016,25,2028,5.0,1535470505
4017,25,2571,5.0,1535470427
4018,25,3578,5.0,1535470497
4019,25,4993,5.0,1535470421
4020,25,5952,5.0,1535470419
4021,25,7153,5.0,1535470418
4022,25,58559,5.0,1535470524
4024,25,60069,5.0,1535470523
4025,25,68157,5.0,1535470515
4026,25,68954,5.0,1535470493
4028,25,79132,5.0,1535470428
4029,25,91529,5.0,1535470498
4030,25,116797,5.0,1535470507
4031,25,122912,5.0,1535470461
4034,25,177593,5.0,1535470532
4035,25,180095,5.0,1535470476
4037,25,187593,5.0,1535470534
4061,27,34,5.0,962685351
4064,27,62,5.0,962684909
4070,27,356,5.0,965149932
4082,27,745,5.0,962686299
4088,27,911,5.0,965149512
4098,27,1035,5.0,965149533
4100,27,1097,5.0,962686711
4103,27,1148,5.0,962686041
4105,27,1197,5.0,965150190
4106,27,1198,5.0,965150190
4109,27,1207,5.0,962686825
4114,27,1262,5.0,962686386
4115,27,1270,5.0,965151115
4117,27,1287,5.0,965149756
4128,27,1721,5.0,965149814
4132,27,1947,5.0,965149512
4146,27,2150,5.0,965150954
4147,27,2151,5.0,965150942
4155,27,2478,5.0,965150090
4159,27,2565,5.0,965149694
4160,27,2628,5.0,965151428
4179,27,3451,5.0,965149512
4182,27,3489,5.0,965150022
4336,28,2021,5.0,1234334942
4536,28,7842,5.0,1234337731
4663,28,53123,5.0,1234341270
4763,28,72998,5.0,1277001853
4777,29,924,5.0,1307906672
4778,29,953,5.0,1307906372
4782,29,1201,5.0,1307907031
4790,29,1250,5.0,1308024986
4793,29,1272,5.0,1308084090
4796,29,1408,5.0,1405816272
4797,29,1617,5.0,1315262432
4802,29,2028,5.0,1362016835
4811,29,3578,5.0,1362016881
4819,29,5995,5.0,1308084202
4826,29,27611,5.0,1362016752
4833,29,68237,5.0,1307906345
4837,29,82459,5.0,1310787896
4845,30,110,5.0,1500370456
4846,30,260,5.0,1500370339
4847,30,318,5.0,1500370344
4850,30,1196,5.0,1500370341
4851,30,1198,5.0,1500370343
4853,30,1210,5.0,1500370347
4855,30,1291,5.0,1500370351
4856,30,2571,5.0,1500370345
4857,30,4993,5.0,1500370423
4858,30,5952,5.0,1500370399
4859,30,7153,5.0,1500370349
4860,30,33794,5.0,1500370439
4861,30,58559,5.0,1500370398
4862,30,59315,5.0,1500370444
4863,30,60069,5.0,1500370453
4864,30,68358,5.0,1500370441
4865,30,68954,5.0,1500370450
4866,30,79132,5.0,1500370425
4867,30,91529,5.0,1500370452
4868,30,93510,5.0,1500370378
4869,30,95510,5.0,1500370369
4870,30,96821,5.0,1500370373
4873,30,109487,5.0,1500370443
4874,30,111759,5.0,1500370446
4875,30,112852,5.0,1500370426
4876,30,115617,5.0,1500370457
4878,30,122904,5.0,1500370440
4879,31,1,5.0,850466616
4890,31,377,5.0,850467368
4891,31,588,5.0,850467365
4894,31,648,5.0,850466616
4895,31,733,5.0,850466642
4899,31,784,5.0,850466810
4902,31,912,5.0,850467425
4903,31,1036,5.0,850467468
4904,31,1057,5.0,850466810
4909,31,1197,5.0,850467408
4918,31,1278,5.0,850467425
4919,31,1282,5.0,850467485
4923,31,1361,5.0,850466810
4924,31,1363,5.0,850466810
4925,31,1391,5.0,850466810
4928,31,5060,5.0,850467468
4940,32,50,5.0,856737002
4942,32,58,5.0,856736227
4951,32,194,5.0,856737270
4957,32,260,5.0,856736227
4958,32,265,5.0,856737045
4959,32,272,5.0,856737123
4961,32,296,5.0,856737001
4963,32,318,5.0,856737003
4967,32,345,5.0,856737044
4975,32,497,5.0,856737045
4978,32,538,5.0,856737123
4981,32,592,5.0,856737044
4982,32,593,5.0,856737081
4983,32,608,5.0,856736172
5004,32,912,5.0,856737165
5006,32,1036,5.0,856737338
5008,32,1073,5.0,856736173
5014,32,1104,5.0,856737082
5017,32,1197,5.0,856737123
5018,32,1198,5.0,856737270
5022,32,1391,5.0,856736427
5037,33,28,5.0,939654815
5040,33,36,5.0,939715317
5041,33,39,5.0,939654896
5043,33,50,5.0,939646733
5046,33,110,5.0,939648134
5056,33,265,5.0,939646733
5059,33,296,5.0,939717613
5062,33,307,5.0,939715286
5066,33,337,5.0,939715369
5067,33,339,5.0,939719385
5069,33,356,5.0,939654815
5071,33,428,5.0,939647444
5072,33,446,5.0,939716559
5075,33,457,5.0,939646784
5082,33,509,5.0,939716661
5083,33,527,5.0,939716661
5085,33,562,5.0,939715485
5087,33,588,5.0,939646939
5089,33,593,5.0,939647370
5091,33,613,5.0,939715859
5096,33,838,5.0,939716327
5098,33,914,5.0,940422746
5099,33,919,5.0,940422746
5100,33,994,5.0,939646939
5104,33,1060,5.0,939646733
5109,33,1210,5.0,939647873
5111,33,1245,5.0,939716472
5112,33,1249,5.0,939646820
5114,33,1280,5.0,939716738
5120,33,1446,5.0,939648134
5126,33,1545,5.0,939715414
5130,33,1617,5.0,939646982
5133,33,1639,5.0,939654815
5134,33,1641,5.0,939647444
5136,33,1653,5.0,939715317
5139,33,1673,5.0,939715448
5140,33,1678,5.0,939715414
5142,33,1704,5.0,939646939
5143,33,1719,5.0,939715485
5154,33,1923,5.0,939647016
5155,33,2028,5.0,939646902
5170,33,2355,5.0,939718916
5171,33,2357,5.0,939654747
5180,33,2571,5.0,939646784
5181,33,2580,5.0,939646902
5186,33,2943,5.0,939646680
5187,34,10,5.0,1162048773
5207,34,2273,5.0,1162048095
5224,34,3793,5.0,1162048832
5227,34,3996,5.0,1162049140
5235,34,4446,5.0,1162050179
5242,34,5349,5.0,1162048858
5248,34,6333,5.0,1162048745
5251,34,6539,5.0,1162047962
5253,34,6618,5.0,1166463958
5254,34,6711,5.0,1162049178
5257,34,6874,5.0,1162048034
5263,34,8636,5.0,1162048948
5268,34,27801,5.0,1166463947
5272,34,45499,5.0,1162050637
5274,35,21,5.0,830939505
5276,35,50,5.0,830939598
5277,35,60,5.0,830939912
5278,35,62,5.0,830939748
5279,35,150,5.0,830939391
5280,35,185,5.0,830939521
5287,35,261,5.0,830939733
5291,35,339,5.0,830939488
5293,35,590,5.0,830940157
5356,37,150,5.0,845239388
5358,37,165,5.0,845239426
5359,37,231,5.0,845239442
5361,37,296,5.0,845239388
5362,37,316,5.0,845239442
5365,37,344,5.0,845239426
5372,37,593,5.0,845239426
5374,37,671,5.0,845239506
5375,37,1061,5.0,845927014
5377,38,11,5.0,841341447
5382,38,50,5.0,841341362
5385,38,110,5.0,841341295
5387,38,151,5.0,841341494
5396,38,223,5.0,841341650
5400,38,246,5.0,841341715
5410,38,318,5.0,841341249
5418,38,357,5.0,841341428
5431,38,457,5.0,841341220
5436,38,497,5.0,841341680
5440,38,527,5.0,841341405
5457,39,50,5.0,974788030
5458,39,260,5.0,974787510
5459,39,296,5.0,974789540
5465,39,593,5.0,974788030
5468,39,608,5.0,974788126
5481,39,1089,5.0,974788071
5485,39,1196,5.0,974789111
5486,39,1197,5.0,974788384
5488,39,1200,5.0,974787586
5489,39,1210,5.0,974787586
5491,39,1214,5.0,974787510
5492,39,1215,5.0,974789432
5493,39,1219,5.0,974788126
5494,39,1221,5.0,974789111
5495,39,1248,5.0,974788071
5496,39,1258,5.0,974787836
5501,39,1291,5.0,974789327
5502,39,1387,5.0,974787836
5508,39,1584,5.0,974787637
5511,39,1729,5.0,974789727
5514,39,1921,5.0,974787586
5517,39,1968,5.0,974788384
5524,39,2118,5.0,974787893
5527,39,2342,5.0,974788538
5528,39,2366,5.0,974787893
5529,39,2391,5.0,974789727
5532,39,2571,5.0,974787586
5533,39,2580,5.0,974789690
5534,39,2599,5.0,974788442
5535,39,2692,5.0,974789111
5536,39,2700,5.0,974788709
5537,39,2762,5.0,974788030
5538,39,2858,5.0,974788291
5542,39,2997,5.0,974788291
5543,39,3000,5.0,974789174
5544,39,3019,5.0,974787139
5547,39,3213,5.0,974788976
5548,39,3328,5.0,974789632
5549,39,3362,5.0,974788339
5551,39,3481,5.0,974788538
5554,39,3911,5.0,974788481
5555,40,1,5.0,832058959
5556,40,17,5.0,832059273
5561,40,34,5.0,832059080
5566,40,62,5.0,832059339
5567,40,82,5.0,832060151
5571,40,111,5.0,832059116
5575,40,150,5.0,832058854
5580,40,163,5.0,832059474
5587,40,203,5.0,832059474
5592,40,223,5.0,832059371
5595,40,230,5.0,832059458
5601,40,265,5.0,832059293
5604,40,272,5.0,832059417
5606,40,281,5.0,832059534
5608,40,296,5.0,832058854
5609,40,300,5.0,832059012
5610,40,306,5.0,832059622
5611,40,307,5.0,832059644
5612,40,308,5.0,832059658
5614,40,314,5.0,832059734
5617,40,318,5.0,832058930
5621,40,337,5.0,832059189
5624,40,350,5.0,832059787
5628,40,364,5.0,832059644
5636,40,431,5.0,832059493
5643,40,491,5.0,832060059
5645,40,514,5.0,832060128
5648,40,553,5.0,832059273
5657,40,685,5.0,832060442
5664,41,296,5.0,1458933695
5681,41,1206,5.0,1458939506
5688,41,1258,5.0,1458939478
5689,41,1259,5.0,1459367673
5698,41,1721,5.0,1458939738
5706,41,2160,5.0,1459368424
5713,41,2712,5.0,1459368540
5724,41,3948,5.0,1459367646
5730,41,4022,5.0,1459367696
5739,41,4816,5.0,1459367618
5740,41,4848,5.0,1459368429
5741,41,4878,5.0,1459367735
5756,41,6287,5.0,1459369130
5762,41,6763,5.0,1459369045
5764,41,6874,5.0,1458939495
5767,41,7173,5.0,1459368536
5768,41,7293,5.0,1459367700
5770,41,7438,5.0,1458939502
5806,41,55820,5.0,1459368455
5836,41,87869,5.0,1459367663
5850,41,104879,5.0,1459368419
5863,41,116897,5.0,1459367741
5877,42,10,5.0,996215205
5878,42,11,5.0,996219314
5879,42,16,5.0,996218017
5882,42,22,5.0,996219167
5884,42,50,5.0,996217838
5893,42,150,5.0,996217989
5904,42,223,5.0,996218735
5911,42,253,5.0,996215413
5913,42,260,5.0,996261559
5915,42,288,5.0,996220487
5917,42,296,5.0,996214107
5921,42,333,5.0,996214446
5926,42,356,5.0,996218222
5963,42,550,5.0,996216357
5965,42,553,5.0,996218080
5966,42,555,5.0,996218222
5970,42,593,5.0,996217838
5971,42,597,5.0,996218906
5976,42,648,5.0,996219248
5984,42,805,5.0,996218329
5985,42,858,5.0,996213544
5987,42,912,5.0,996261986
5988,42,924,5.0,996216038
5995,42,1060,5.0,996218466
5999,42,1089,5.0,996217838
6000,42,1090,5.0,996212773
6001,42,1093,5.0,996219752
6005,42,1101,5.0,996213578
6006,42,1124,5.0,996258339
6010,42,1197,5.0,996258052
6011,42,1210,5.0,996258118
6012,42,1213,5.0,996214157
6013,42,1221,5.0,996213544
6014,42,1222,5.0,996216146
6015,42,1231,5.0,996258009
6016,42,1245,5.0,996217857
6017,42,1246,5.0,996214893
6018,42,1265,5.0,996218017
6029,42,1378,5.0,996258510
6030,42,1379,5.0,996221012
6045,42,1500,5.0,996218348
6047,42,1517,5.0,996214804
6061,42,1653,5.0,996218645
6065,42,1673,5.0,996218171
6070,42,1704,5.0,996214937
6071,42,1722,5.0,996219061
6074,42,1784,5.0,996218988
6090,42,2000,5.0,996214288
6094,42,2023,5.0,996213544
6095,42,2028,5.0,996217964
6096,42,2081,5.0,996258536
6110,42,2278,5.0,996219131
6116,42,2329,5.0,996217964
6121,42,2371,5.0,996258536
6122,42,2372,5.0,996260113
6124,42,2376,5.0,996259254
6131,42,2423,5.0,996258563
6135,42,2478,5.0,996259254
6140,42,2502,5.0,996219191
6143,42,2541,5.0,996262242
6145,42,2571,5.0,996214210
6159,42,2706,5.0,996220196
6161,42,2712,5.0,996216316
6168,42,2763,5.0,996214184
6171,42,2791,5.0,996258232
6178,42,2871,5.0,996213931
6188,42,2989,5.0,996258769
6189,42,2990,5.0,996258902
6194,42,3082,5.0,996214009
6196,42,3100,5.0,996218785
6231,42,3448,5.0,996214917
6232,42,3450,5.0,996219061
6234,42,3502,5.0,996219275
6249,42,3755,5.0,996213058
6254,42,3841,5.0,996256206
6264,42,4002,5.0,996258299
6266,42,4007,5.0,996258563
6271,42,4034,5.0,996213431
6273,42,4041,5.0,996258581
6278,42,4102,5.0,996258715
6283,42,4262,5.0,996258510
6287,42,4321,5.0,996214645
6291,42,4351,5.0,996214779
6299,42,4482,5.0,996260113
6301,42,4489,5.0,996258510
6302,42,4509,5.0,996259334
6306,42,4564,5.0,996258623
6315,43,1,5.0,848993983
6316,43,3,5.0,848994405
6317,43,5,5.0,848994281
6318,43,7,5.0,848994392
6319,43,8,5.0,848994814
6322,43,23,5.0,848994451
6323,43,29,5.0,848994937
6324,43,34,5.0,848993816
